ts,cohort,class,observed_rate_kbit,d_acc_ms,slack_s1,slack_s2,slack_s3,chosen_site,changed,apply_latency_ms,expectant
1785861943.722,c1,search,,0.0,31.1,20.71,10.98,S3,0,,0
1785861943.722,c1,recommend,,0.0,26.76,14.03,4.0,S3,0,,0
1785861943.722,c2,reserve,,0.0,26.34,13.67,3.65,S3,0,,0
1785861943.722,c2,search,,0.0,31.1,20.71,10.98,S3,0,,0
1785861943.722,c2,recommend,,0.0,26.76,14.03,4.0,S3,0,,0
1785861944.722,c1,reserve,,0.0,26.34,13.67,3.65,S3,0,,0
1785861944.722,c1,search,,0.0,31.1,20.71,10.98,S3,0,,0
1785861944.722,c1,recommend,,0.0,26.76,14.03,4.0,S3,0,,0
1785861944.722,c2,reserve,,0.0,26.34,13.67,3.65,S3,0,,0
1785861944.722,c2,search,,0.0,31.1,20.71,10.98,S3,0,,0
1785861944.722,c2,recommend,,0.0,26.76,14.03,4.0,S3,0,,0
1785861945.722,c1,reserve,,0.0,26.34,13.67,3.65,S3,0,,0
1785861945.722,c1,search,,0.0,31.1,20.71,10.98,S3,0,,0
1785861945.722,c1,recommend,,0.0,26.76,14.03,4.0,S3,0,,0
1785861945.722,c2,reserve,,0.0,26.34,13.67,3.65,S3,0,,0
1785861945.722,c2,search,,0.0,31.1,20.71,10.98,S3,0,,0
1785861945.722,c2,recommend,,0.0,26.76,14.03,4.0,S3,0,,0
1785861946.722,c1,reserve,,0.0,26.34,13.67,3.65,S3,0,,0
1785861946.722,c1,search,,0.0,31.1,20.71,10.98,S3,0,,0
1785861946.722,c1,recommend,,0.0,26.76,14.03,4.0,S3,0,,0
1785861946.722,c2,reserve,,0.0,26.34,13.67,3.65,S3,0,,0
1785861946.722,c2,search,,0.0,31.1,20.71,10.98,S3,0,,0
1785861946.722,c2,recommend,,0.0,26.76,14.03,4.0,S3,0,,0
1785861947.722,c1,reserve,,0.0,26.34,13.67,3.65,S3,0,,0
1785861947.722,c1,search,,0.0,31.1,20.71,10.98,S3,0,,0
1785861947.722,c1,recommend,,0.0,26.76,14.03,4.0,S3,0,,0
1785861947.722,c2,reserve,,0.0,26.34,13.67,3.65,S3,0,,0
1785861947.722,c2,search,,0.0,31.1,20.71,10.98,S3,0,,0
1785861947.722,c2,recommend,,0.0,26.76,14.03,4.0,S3,0,,0
1785861948.722,c1,reserve,,0.0,26.34,13.67,3.65,S3,0,,0
1785861948.722,c1,search,,0.0,31.1,20.71,10.98,S3,0,,0
1785861948.722,c1,recommend,,0.0,26.76,14.03,4.0,S3,0,,0
1785861948.722,c2,reserve,,0.0,26.34,13.67,3.65,S3,0,,0
1785861948.722,c2,search,,0.0,31.1,20.71,10.98,S3,0,,0
1785861948.722,c2,recommend,,0.0,26.76,14.03,4.0,S3,0,,0
1785861949.722,c1,reserve,,0.0,26.34,13.67,3.65,S3,0,,0
1785861949.722,c1,search,,0.0,31.1,20.71,10.98,S3,0,,0
1785861949.722,c1,recommend,,0.0,26.76,14.03,4.0,S3,0,,0
1785861949.722,c2,reserve,,0.0,26.34,13.67,3.65,S3,0,,0
1785861949.722,c2,search,,0.0,31.1,20.71,10.98,S3,0,,0
1785861949.722,c2,recommend,,0.0,26.76,14.03,4.0,S3,0,,0
1785861950.722,c1,reserve,,0.0,26.34,13.67,3.65,S3,0,,0
1785861950.722,c1,search,,0.0,31.1,20.71,10.98,S3,0,,0
1785861950.722,c1,recommend,,0.0,26.76,14.03,4.0,S3,0,,0
1785861950.722,c2,reserve,,0.0,26.34,13.67,3.65,S3,0,,0
1785861950.722,c2,search,,0.0,31.1,20.71,10.98,S3,0,,0
1785861950.722,c2,recommend,,0.0,26.76,14.03,4.0,S3,0,,0
1785861951.722,c1,reserve,,0.0,26.34,13.67,3.65,S3,0,,0
1785861951.722,c1,search,,0.0,31.1,20.71,10.98,S3,0,,0
1785861951.722,c1,recommend,,0.0,26.76,14.03,4.0,S3,0,,0
1785861951.722,c2,reserve,,0.0,26.34,13.67,3.65,S3,0,,0
1785861951.722,c2,search,,0.0,31.1,20.71,10.98,S3,0,,0
1785861951.722,c2,recommend,,0.0,26.76,14.03,4.0,S3,0,,0
1785861952.722,c1,reserve,,0.0,26.34,13.67,3.65,S3,0,,0
1785861952.722,c1,search,,0.0,31.1,20.71,10.98,S3,0,,0
1785861952.722,c1,recommend,,0.0,26.76,14.03,4.0,S3,0,,0
1785861952.722,c2,reserve,,0.0,26.34,13.67,3.65,S3,0,,0
1785861952.722,c2,search,,0.0,31.1,20.71,10.98,S3,0,,0
1785861952.722,c2,recommend,,0.0,26.76,14.03,4.0,S3,0,,0
1785861953.722,c1,reserve,,0.0,26.34,13.67,3.65,S3,0,,0
1785861953.722,c1,search,,0.0,31.1,20.71,10.98,S3,0,,0
1785861953.722,c1,recommend,,0.0,26.76,14.03,4.0,S3,0,,0
1785861953.722,c2,reserve,,0.0,26.34,13.67,3.65,S3,0,,0
1785861953.722,c2,search,,0.0,31.1,20.71,10.98,S3,0,,0
1785861953.722,c2,recommend,,0.0,26.76,14.03,4.0,S3,0,,0
1785861954.722,c1,reserve,,0.0,26.34,13.67,3.65,S3,0,,0
1785861954.722,c1,search,,0.0,31.1,20.71,10.98,S3,0,,0
1785861954.722,c1,recommend,,0.0,26.76,14.03,4.0,S3,0,,0
1785861954.722,c2,reserve,,0.0,26.34,13.67,3.65,S3,0,,0
1785861954.722,c2,search,,0.0,31.1,20.71,10.98,S3,0,,0
1785861954.722,c2,recommend,,0.0,26.76,14.03,4.0,S3,0,,0
1785861955.722,c1,reserve,,0.0,26.34,13.67,3.65,S3,0,,0
1785861955.722,c1,search,,0.0,31.1,20.71,10.98,S3,0,,0
1785861955.722,c1,recommend,,0.0,26.76,14.03,4.0,S3,0,,0
1785861955.722,c2,reserve,,0.0,26.34,13.67,3.65,S3,0,,0
1785861955.722,c2,search,,0.0,31.1,20.71,10.98,S3,0,,0
1785861955.722,c2,recommend,,0.0,26.76,14.03,4.0,S3,0,,0
1785861956.722,c1,reserve,,0.0,26.34,13.67,3.65,S3,0,,0
1785861956.722,c1,search,,0.0,31.1,20.71,10.98,S3,0,,0
1785861956.722,c1,recommend,,0.0,26.76,14.03,4.0,S3,0,,0
1785861956.722,c2,reserve,,0.0,26.34,13.67,3.65,S3,0,,0
1785861956.722,c2,search,,0.0,31.1,20.71,10.98,S3,0,,0
1785861956.722,c2,recommend,,0.0,26.76,14.03,4.0,S3,0,,0
1785861957.722,c1,reserve,,0.0,26.34,13.67,3.65,S3,0,,0
1785861957.722,c1,search,,0.0,31.1,20.71,10.98,S3,0,,0
1785861957.722,c1,recommend,,0.0,26.76,14.03,4.0,S3,0,,0
1785861957.722,c2,reserve,,0.0,26.34,13.67,3.65,S3,0,,0
1785861957.722,c2,search,,0.0,31.1,20.71,10.98,S3,0,,0
1785861957.722,c2,recommend,,0.0,26.76,14.03,4.0,S3,0,,0
1785861958.722,c1,reserve,,0.0,26.34,13.67,3.65,S3,0,,0
1785861958.722,c1,search,,0.0,31.1,20.71,10.98,S3,0,,0
1785861958.722,c1,recommend,,0.0,26.76,14.03,4.0,S3,0,,0
1785861958.722,c2,reserve,,0.0,26.34,13.67,3.65,S3,0,,0
1785861958.722,c2,search,,0.0,31.1,20.71,10.98,S3,0,,0
1785861958.722,c2,recommend,,0.0,26.76,14.03,4.0,S3,0,,0
1785861959.722,c1,reserve,,0.0,26.34,13.67,3.65,S3,0,,0
1785861959.722,c1,search,,0.0,31.1,20.71,10.98,S3,0,,0
1785861959.722,c1,recommend,,0.0,26.76,14.03,4.0,S3,0,,0
1785861959.722,c2,reserve,,0.0,26.34,13.67,3.65,S3,0,,0
1785861959.722,c2,search,,0.0,31.1,20.71,10.98,S3,0,,0
1785861959.722,c2,recommend,,0.0,26.76,14.03,4.0,S3,0,,0
1785861960.722,c1,reserve,,0.0,26.34,13.67,3.65,S3,0,,0
1785861960.722,c1,search,,0.0,31.1,20.71,10.98,S3,0,,0
1785861960.722,c1,recommend,,0.0,26.76,14.03,4.0,S3,0,,0
1785861960.722,c2,reserve,,0.0,26.34,13.67,3.65,S3,0,,0
1785861960.722,c2,search,,0.0,31.1,20.71,10.98,S3,0,,0
1785861960.722,c2,recommend,,0.0,26.76,14.03,4.0,S3,0,,0
1785861961.722,c1,reserve,,0.0,26.34,13.67,3.65,S3,0,,0
1785861961.722,c1,search,,0.0,31.1,20.71,10.98,S3,0,,0
1785861961.722,c1,recommend,,0.0,26.76,14.03,4.0,S3,0,,0
1785861961.722,c2,reserve,,0.0,26.34,13.67,3.65,S3,0,,0
1785861961.722,c2,search,,0.0,31.1,20.71,10.98,S3,0,,0
1785861961.722,c2,recommend,,0.0,26.76,14.03,4.0,S3,0,,0
1785861962.722,c1,reserve,,0.0,26.34,13.67,3.65,S3,0,,0
1785861962.722,c1,search,,0.0,31.1,20.71,10.98,S3,0,,0
1785861962.722,c1,recommend,,0.0,26.76,14.03,4.0,S3,0,,0
1785861962.722,c2,reserve,,0.0,26.34,13.67,3.65,S3,0,,0
1785861962.722,c2,search,,0.0,31.1,20.71,10.98,S3,0,,0
1785861962.722,c2,recommend,,0.0,26.76,14.03,4.0,S3,0,,0
1785861963.722,c1,reserve,,0.0,26.34,13.67,3.65,S3,0,,0
1785861963.722,c1,search,,0.0,31.1,20.71,10.98,S3,0,,0
1785861963.722,c1,recommend,,0.0,26.76,14.03,4.0,S3,0,,0
1785861963.722,c2,reserve,,0.0,26.34,13.67,3.65,S3,0,,0
1785861963.722,c2,search,,0.0,31.1,20.71,10.98,S3,0,,0
1785861963.722,c2,recommend,,0.0,26.76,14.03,4.0,S3,0,,0
1785861964.722,c1,reserve,,0.0,26.34,13.67,3.65,S3,0,,0
1785861964.722,c1,search,,0.0,31.1,20.71,10.98,S3,0,,0
1785861964.722,c1,recommend,,0.0,26.76,14.03,4.0,S3,0,,0
1785861964.722,c2,reserve,,0.0,26.34,13.67,3.65,S3,0,,0
1785861964.722,c2,search,,0.0,31.1,20.71,10.98,S3,0,,0
1785861964.722,c2,recommend,,0.0,26.76,14.03,4.0,S3,0,,0
1785861965.722,c1,reserve,,0.0,26.34,13.67,3.65,S3,0,,0
1785861965.722,c1,search,,0.0,31.1,20.71,10.98,S3,0,,0
1785861965.722,c1,recommend,,0.0,26.76,14.03,4.0,S3,0,,0
1785861965.722,c2,reserve,,0.0,26.34,13.67,3.65,S3,0,,0
1785861965.722,c2,search,,0.0,31.1,20.71,10.98,S3,0,,0
1785861965.722,c2,recommend,,0.0,26.76,14.03,4.0,S3,0,,0
1785861966.722,c1,reserve,,0.0,26.34,13.67,3.65,S3,0,,0
1785861966.722,c1,search,,0.0,31.1,20.71,10.98,S3,0,,0
1785861966.722,c1,recommend,,0.0,26.76,14.03,4.0,S3,0,,0
1785861966.722,c2,reserve,,0.0,26.34,13.67,3.65,S3,0,,0
1785861966.722,c2,search,,0.0,31.1,20.71,10.98,S3,0,,0
1785861966.722,c2,recommend,,0.0,26.76,14.03,4.0,S3,0,,0
1785861967.722,c1,reserve,,0.0,26.34,13.67,3.65,S3,0,,0
1785861967.722,c1,search,,0.0,31.1,20.71,10.98,S3,0,,0
1785861967.722,c1,recommend,,0.0,26.76,14.03,4.0,S3,0,,0
1785861967.722,c2,reserve,,0.0,26.34,13.67,3.65,S3,0,,0
1785861967.722,c2,search,,0.0,31.1,20.71,10.98,S3,0,,0
1785861967.722,c2,recommend,,0.0,26.76,14.03,4.0,S3,0,,0
1785861968.722,c1,reserve,,0.0,26.34,13.67,3.65,S3,0,,0
1785861968.722,c1,search,,0.0,31.1,20.71,10.98,S3,0,,0
1785861968.722,c1,recommend,,0.0,26.76,14.03,4.0,S3,0,,0
1785861968.722,c2,reserve,,0.0,26.34,13.67,3.65,S3,0,,0
1785861968.722,c2,search,,0.0,31.1,20.71,10.98,S3,0,,0
1785861968.722,c2,recommend,,0.0,26.76,14.03,4.0,S3,0,,0
1785861969.722,c1,reserve,,0.0,26.34,13.67,3.65,S3,0,,0
1785861969.722,c1,search,,0.0,31.1,20.71,10.98,S3,0,,0
1785861969.722,c1,recommend,,0.0,26.76,14.03,4.0,S3,0,,0
1785861969.722,c2,reserve,,0.0,26.34,13.67,3.65,S3,0,,0
1785861969.722,c2,search,,0.0,31.1,20.71,10.98,S3,0,,0
1785861969.722,c2,recommend,,0.0,26.76,14.03,4.0,S3,0,,0
1785861970.722,c1,reserve,,0.0,26.34,13.67,3.65,S3,0,,0
1785861970.722,c1,search,,0.0,31.1,20.71,10.98,S3,0,,0
1785861970.722,c1,recommend,,0.0,26.76,14.03,4.0,S3,0,,0
1785861970.722,c2,reserve,,0.0,26.34,13.67,3.65,S3,0,,0
1785861970.722,c2,search,,0.0,31.1,20.71,10.98,S3,0,,0
1785861970.722,c2,recommend,,0.0,26.76,14.03,4.0,S3,0,,0
1785861971.722,c1,reserve,,0.0,26.34,13.67,3.65,S3,0,,0
1785861971.722,c1,search,,0.0,31.1,20.71,10.98,S3,0,,0
1785861971.722,c1,recommend,,0.0,26.76,14.03,4.0,S3,0,,0
1785861971.722,c2,reserve,,0.0,26.34,13.67,3.65,S3,0,,0
1785861971.722,c2,search,,0.0,31.1,20.71,10.98,S3,0,,0
1785861971.722,c2,recommend,,0.0,26.76,14.03,4.0,S3,0,,0
1785861972.722,c1,reserve,,0.0,26.34,13.67,3.65,S3,0,,0
1785861972.722,c1,search,,0.0,31.1,20.71,10.98,S3,0,,0
1785861972.722,c1,recommend,,0.0,26.76,14.03,4.0,S3,0,,0
1785861972.722,c2,reserve,,0.0,26.34,13.67,3.65,S3,0,,0
1785861972.722,c2,search,,0.0,31.1,20.71,10.98,S3,0,,0
1785861972.722,c2,recommend,,0.0,26.76,14.03,4.0,S3,0,,0
1785861973.722,c1,reserve,,0.0,26.34,13.67,3.65,S3,0,,0
1785861973.722,c1,search,,0.0,31.1,20.71,10.98,S3,0,,0
1785861973.722,c1,recommend,,0.0,26.76,14.03,4.0,S3,0,,0
1785861973.722,c2,reserve,,0.0,26.34,13.67,3.65,S3,0,,0
1785861973.722,c2,search,,0.0,31.1,20.71,10.98,S3,0,,0
1785861973.722,c2,recommend,,0.0,26.76,14.03,4.0,S3,0,,0
1785861974.722,c1,reserve,,0.0,26.34,13.67,3.65,S3,0,,0
1785861974.722,c1,search,,0.0,31.1,20.71,10.98,S3,0,,0
1785861974.722,c1,recommend,,0.0,26.76,14.03,4.0,S3,0,,0
1785861974.722,c2,reserve,,0.0,26.34,13.67,3.65,S3,0,,0
1785861974.722,c2,search,,0.0,31.1,20.71,10.98,S3,0,,0
1785861974.722,c2,recommend,,0.0,26.76,14.03,4.0,S3,0,,0
1785861975.722,c1,reserve,,0.0,26.34,13.67,3.65,S3,0,,0
1785861975.722,c1,search,,0.0,31.1,20.71,10.98,S3,0,,0
1785861975.722,c1,recommend,,0.0,26.76,14.03,4.0,S3,0,,0
1785861975.722,c2,reserve,,0.0,26.34,13.67,3.65,S3,0,,0
1785861975.722,c2,search,,0.0,31.1,20.71,10.98,S3,0,,0
1785861975.722,c2,recommend,,0.0,26.76,14.03,4.0,S3,0,,0
1785861976.722,c1,reserve,,0.0,26.34,13.67,3.65,S3,0,,0
1785861976.722,c1,search,,0.0,31.1,20.71,10.98,S3,0,,0
1785861976.722,c1,recommend,,0.0,26.76,14.03,4.0,S3,0,,0
1785861976.722,c2,reserve,,0.0,26.34,13.67,3.65,S3,0,,0
1785861976.722,c2,search,,0.0,31.1,20.71,10.98,S3,0,,0
1785861976.722,c2,recommend,,0.0,26.76,14.03,4.0,S3,0,,0
1785861977.722,c1,reserve,,0.0,26.34,13.67,3.65,S3,0,,0
1785861977.722,c1,search,,0.0,31.1,20.71,10.98,S3,0,,0
1785861977.722,c1,recommend,,0.0,26.76,14.03,4.0,S3,0,,0
1785861977.722,c2,reserve,,0.0,26.34,13.67,3.65,S3,0,,0
1785861977.722,c2,search,,0.0,31.1,20.71,10.98,S3,0,,0
1785861977.722,c2,recommend,,0.0,26.76,14.03,4.0,S3,0,,0
1785861978.722,c1,reserve,,0.0,26.34,13.67,3.65,S3,0,,0
1785861978.722,c1,search,,0.0,31.1,20.71,10.98,S3,0,,0
1785861978.722,c1,recommend,,0.0,26.76,14.03,4.0,S3,0,,0
1785861978.722,c2,reserve,,0.0,26.34,13.67,3.65,S3,0,,0
1785861978.722,c2,search,,0.0,31.1,20.71,10.98,S3,0,,0
1785861978.722,c2,recommend,,0.0,26.76,14.03,4.0,S3,0,,0
1785861979.722,c1,reserve,,0.0,26.34,13.67,3.65,S3,0,,0
1785861979.722,c1,search,,0.0,31.1,20.71,10.98,S3,0,,0
1785861979.722,c1,recommend,,0.0,26.76,14.03,4.0,S3,0,,0
1785861979.722,c2,reserve,,0.0,26.34,13.67,3.65,S3,0,,0
1785861979.722,c2,search,,0.0,31.1,20.71,10.98,S3,0,,0
1785861979.722,c2,recommend,,0.0,26.76,14.03,4.0,S3,0,,0
1785861980.722,c1,reserve,,0.0,26.34,13.67,3.65,S3,0,,0
1785861980.722,c1,search,,0.0,31.1,20.71,10.98,S3,0,,0
1785861980.722,c1,recommend,,0.0,26.76,14.03,4.0,S3,0,,0
1785861980.722,c2,reserve,,0.0,26.34,13.67,3.65,S3,0,,0
1785861980.722,c2,search,,0.0,31.1,20.71,10.98,S3,0,,0
1785861980.722,c2,recommend,,0.0,26.76,14.03,4.0,S3,0,,0
1785861981.722,c1,reserve,,0.0,26.34,13.67,3.65,S3,0,,0
1785861981.722,c1,search,,0.0,31.1,20.71,10.98,S3,0,,0
1785861981.722,c1,recommend,,0.0,26.76,14.03,4.0,S3,0,,0
1785861981.722,c2,reserve,,0.0,26.34,13.67,3.65,S3,0,,0
1785861981.722,c2,search,,0.0,31.1,20.71,10.98,S3,0,,0
1785861981.722,c2,recommend,,0.0,26.76,14.03,4.0,S3,0,,0
1785861982.722,c1,reserve,,0.0,26.34,13.67,3.65,S3,0,,0
1785861982.722,c1,search,,0.0,31.1,20.71,10.98,S3,0,,0
1785861982.722,c1,recommend,,0.0,26.76,14.03,4.0,S3,0,,0
1785861982.722,c2,reserve,,0.0,26.34,13.67,3.65,S3,0,,0
1785861982.722,c2,search,,0.0,31.1,20.71,10.98,S3,0,,0
1785861982.722,c2,recommend,,0.0,26.76,14.03,4.0,S3,0,,0
1785861983.722,c1,reserve,,0.0,26.34,13.67,3.65,S3,0,,0
1785861983.722,c1,search,,0.0,31.1,20.71,10.98,S3,0,,0
1785861983.722,c1,recommend,,0.0,26.76,14.03,4.0,S3,0,,0
1785861983.722,c2,reserve,,0.0,26.34,13.67,3.65,S3,0,,0
1785861983.722,c2,search,,0.0,31.1,20.71,10.98,S3,0,,0
1785861983.722,c2,recommend,,0.0,26.76,14.03,4.0,S3,0,,0
1785861984.722,c1,reserve,,0.0,26.34,13.67,3.65,S3,0,,0
1785861984.722,c1,search,,0.0,31.1,20.71,10.98,S3,0,,0
1785861984.722,c1,recommend,,0.0,26.76,14.03,4.0,S3,0,,0
1785861984.722,c2,reserve,,0.0,26.34,13.67,3.65,S3,0,,0
1785861984.722,c2,search,,0.0,31.1,20.71,10.98,S3,0,,0
1785861984.722,c2,recommend,,0.0,26.76,14.03,4.0,S3,0,,0
1785861985.722,c1,reserve,,0.0,26.34,13.67,3.65,S3,0,,0
1785861985.722,c1,search,,0.0,31.1,20.71,10.98,S3,0,,0
1785861985.722,c1,recommend,,0.0,26.76,14.03,4.0,S3,0,,0
1785861985.722,c2,reserve,,0.0,26.34,13.67,3.65,S3,0,,0
1785861985.722,c2,search,,0.0,31.1,20.71,10.98,S3,0,,0
1785861985.722,c2,recommend,,0.0,26.76,14.03,4.0,S3,0,,0
1785861986.722,c1,reserve,,0.0,26.34,13.67,3.65,S3,0,,0
1785861986.722,c1,search,,0.0,31.1,20.71,10.98,S3,0,,0
1785861986.722,c1,recommend,,0.0,26.76,14.03,4.0,S3,0,,0
1785861986.722,c2,reserve,,0.0,26.34,13.67,3.65,S3,0,,0
1785861986.722,c2,search,,0.0,31.1,20.71,10.98,S3,0,,0
1785861986.722,c2,recommend,,0.0,26.76,14.03,4.0,S3,0,,0
1785861987.722,c1,reserve,,0.0,26.34,13.67,3.65,S3,0,,0
1785861987.722,c1,search,,0.0,31.1,20.71,10.98,S3,0,,0
1785861987.722,c1,recommend,,0.0,26.76,14.03,4.0,S3,0,,0
1785861987.722,c2,reserve,,0.0,26.34,13.67,3.65,S3,0,,0
1785861987.722,c2,search,,0.0,31.1,20.71,10.98,S3,0,,0
1785861987.722,c2,recommend,,0.0,26.76,14.03,4.0,S3,0,,0
1785861988.722,c1,reserve,,0.0,26.34,13.67,3.65,S3,0,,0
1785861988.722,c1,search,,0.0,31.1,20.71,10.98,S3,0,,0
1785861988.722,c1,recommend,,0.0,26.76,14.03,4.0,S3,0,,0
1785861988.722,c2,reserve,,0.0,26.34,13.67,3.65,S3,0,,0
1785861988.722,c2,search,,0.0,31.1,20.71,10.98,S3,0,,0
1785861988.722,c2,recommend,,0.0,26.76,14.03,4.0,S3,0,,0
1785861989.722,c1,reserve,,0.0,26.34,13.67,3.65,S3,0,,0
1785861989.722,c1,search,,0.0,31.1,20.71,10.98,S3,0,,0
1785861989.722,c1,recommend,,0.0,26.76,14.03,4.0,S3,0,,0
1785861989.722,c2,reserve,,0.0,26.34,13.67,3.65,S3,0,,0
1785861989.722,c2,search,,0.0,31.1,20.71,10.98,S3,0,,0
1785861989.722,c2,recommend,,0.0,26.76,14.03,4.0,S3,0,,0
1785861990.722,c1,reserve,,0.0,26.34,13.67,3.65,S3,0,,0
1785861990.722,c1,search,,0.0,31.1,20.71,10.98,S3,0,,0
1785861990.722,c1,recommend,,0.0,26.76,14.03,4.0,S3,0,,0
1785861990.722,c2,reserve,,0.0,26.34,13.67,3.65,S3,0,,0
1785861990.722,c2,search,,0.0,31.1,20.71,10.98,S3,0,,0
1785861990.722,c2,recommend,,0.0,26.76,14.03,4.0,S3,0,,0
1785861991.722,c1,reserve,,0.0,26.34,13.67,3.65,S3,0,,0
1785861991.722,c1,search,,0.0,31.1,20.71,10.98,S3,0,,0
1785861991.722,c1,recommend,,0.0,26.76,14.03,4.0,S3,0,,0
1785861991.722,c2,reserve,,0.0,26.34,13.67,3.65,S3,0,,0
1785861991.722,c2,search,,0.0,31.1,20.71,10.98,S3,0,,0
1785861991.722,c2,recommend,,0.0,26.76,14.03,4.0,S3,0,,0
1785861992.722,c1,reserve,,0.0,26.34,13.67,3.65,S3,0,,0
1785861992.722,c1,search,,0.0,31.1,20.71,10.98,S3,0,,0
1785861992.722,c1,recommend,,0.0,26.76,14.03,4.0,S3,0,,0
1785861992.722,c2,reserve,,0.0,26.34,13.67,3.65,S3,0,,0
1785861992.722,c2,search,,0.0,31.1,20.71,10.98,S3,0,,0
1785861992.722,c2,recommend,,0.0,26.76,14.03,4.0,S3,0,,0
1785861993.722,c1,reserve,,0.0,26.34,13.67,3.65,S3,0,,0
1785861993.722,c1,search,,0.0,31.1,20.71,10.98,S3,0,,0
1785861993.722,c1,recommend,,0.0,26.76,14.03,4.0,S3,0,,0
1785861993.722,c2,reserve,,0.0,26.34,13.67,3.65,S3,0,,0
1785861993.722,c2,search,,0.0,31.1,20.71,10.98,S3,0,,0
1785861993.722,c2,recommend,,0.0,26.76,14.03,4.0,S3,0,,0
1785861994.722,c1,reserve,,0.0,26.34,13.67,3.65,S3,0,,0
1785861994.722,c1,search,,0.0,31.1,20.71,10.98,S3,0,,0
1785861994.722,c1,recommend,,0.0,26.76,14.03,4.0,S3,0,,0
1785861994.722,c2,reserve,,0.0,26.34,13.67,3.65,S3,0,,0
1785861994.722,c2,search,,0.0,31.1,20.71,10.98,S3,0,,0
1785861994.722,c2,recommend,,0.0,26.76,14.03,4.0,S3,0,,0
1785861995.722,c1,reserve,,0.0,26.34,13.67,3.65,S3,0,,0
1785861995.722,c1,search,,0.0,31.1,20.71,10.98,S3,0,,0
1785861995.722,c1,recommend,,0.0,26.76,14.03,4.0,S3,0,,0
1785861995.722,c2,reserve,,0.0,26.34,13.67,3.65,S3,0,,0
1785861995.722,c2,search,,0.0,31.1,20.71,10.98,S3,0,,0
1785861995.722,c2,recommend,,0.0,26.76,14.03,4.0,S3,0,,0
1785861996.722,c1,reserve,,0.0,26.34,13.67,3.65,S3,0,,0
1785861996.722,c1,search,,0.0,31.1,20.71,10.98,S3,0,,0
1785861996.722,c1,recommend,,0.0,26.76,14.03,4.0,S3,0,,0
1785861996.722,c2,reserve,,0.0,26.34,13.67,3.65,S3,0,,0
1785861996.722,c2,search,,0.0,31.1,20.71,10.98,S3,0,,0
1785861996.722,c2,recommend,,0.0,26.76,14.03,4.0,S3,0,,0
1785861997.722,c1,reserve,,0.0,26.34,13.67,3.65,S3,0,,0
1785861997.722,c1,search,,0.0,31.1,20.71,10.98,S3,0,,0
1785861997.722,c1,recommend,,0.0,26.76,14.03,4.0,S3,0,,0
1785861997.722,c2,reserve,,0.0,26.34,13.67,3.65,S3,0,,0
1785861997.722,c2,search,,0.0,31.1,20.71,10.98,S3,0,,0
1785861997.722,c2,recommend,,0.0,26.76,14.03,4.0,S3,0,,0
1785861998.722,c1,reserve,,0.0,26.34,13.67,3.65,S3,0,,0
