ts,cohort,class,observed_rate_kbit,d_acc_ms,slack_s1,slack_s2,slack_s3,chosen_site,changed,apply_latency_ms,expectant,resp_bytes_est,resp_bytes_src,resp_bytes_n,slack_const_s1,slack_const_s2,slack_const_s3,chosen_site_const,slack_bytesonly_s1,slack_bytesonly_s2,slack_bytesonly_s3,chosen_site_bytesonly,slack_fconly_s1,slack_fconly_s2,slack_fconly_s3,chosen_site_fconly,obs_update_ms,backlog_bytes,feasible_set,subset_cluster,feasible_set_const,feasible_set_bytesonly,feasible_set_fconly,unit_rate_rps,l_eff_s1,l_eff_s2,l_eff_s3,cap_ok_s1,cap_ok_s2,cap_ok_s3,blocked_by,cap_blocked_sites,soft_applied,carry_s1,carry_s2,carry_s3,soft_overflow_eq,soft_objective_eq,soft_weights,c_eff_s1,band_used,c_eff_extrapolated
1786377475.436,c1,reserve,,0.0,26.34,13.67,3.63,S3,0,,0,36.0,obs,338,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.63,S3,7.711,0,S3,site_s3,S3,S3,S3,84.5,0.0,0.0,23.5,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,,279.0,,0
1786377475.436,c1,search,,0.0,31.1,20.71,10.96,S3,0,,0,4474.0,obs,511,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.96,S3,7.711,0,S3,site_s3,S3,S3,S3,127.5,0.0,0.0,151.0,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,,279.0,,0
1786377475.436,c1,recommend,,0.0,26.76,14.03,3.91,S3,0,,0,200.0,obs,680,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,3.91,S3,7.711,0,S3,site_s3,S3,S3,S3,170.0,0.0,0.0,181.3,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,,279.0,,0
1786377475.436,c2,reserve,,0.0,26.34,13.67,3.63,S3,0,,0,36.0,obs,338,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.63,S3,7.711,0,S3,site_s3,S3,S3,S3,84.5,0.0,0.0,204.7,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,,279.0,,0
1786377475.436,c2,search,,0.0,31.1,20.71,10.96,S3,0,,0,4474.0,obs,511,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.96,S3,7.711,0,S3,site_s3,S3,S3,S3,128.0,0.0,0.0,332.7,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,,279.0,,0
1786377475.436,c2,recommend,,0.0,26.76,14.03,3.91,S3,0,,0,200.0,obs,680,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,3.91,S3,7.711,0,S3,site_s3,S3,S3,S3,170.0,0.0,0.0,363.0,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,,279.0,,0
1786377476.436,c1,reserve,,0.0,26.34,13.67,3.58,S3,0,,0,36.0,obs,342,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.58,S3,7.592,0,S3,site_s3,S3,S3,S3,85.5,0.0,0.0,23.8,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,,279.0,,0
1786377476.436,c1,search,,0.0,31.1,20.71,10.77,S3,0,,0,4474.0,obs,512,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.77,S3,7.592,0,S3,site_s3,S3,S3,S3,128.0,0.0,0.0,151.8,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,,279.0,,0
1786377476.436,c1,recommend,,0.0,26.76,14.03,3.91,S3,0,,0,200.0,obs,677,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,3.91,S3,7.592,0,S3,site_s3,S3,S3,S3,169.0,0.0,0.0,181.9,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,,279.0,,0
1786377476.436,c2,reserve,,0.0,26.34,13.67,3.58,S3,0,,0,36.0,obs,342,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.58,S3,7.592,0,S3,site_s3,S3,S3,S3,85.5,0.0,0.0,205.6,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,,279.0,,0
1786377476.436,c2,search,,0.0,31.1,20.71,10.77,S3,0,,0,4474.0,obs,512,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.77,S3,7.592,0,S3,site_s3,S3,S3,S3,128.0,0.0,0.0,333.6,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,,279.0,,0
1786377476.436,c2,recommend,,0.0,26.76,14.03,3.91,S3,0,,0,200.0,obs,677,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,3.91,S3,7.592,0,S3,site_s3,S3,S3,S3,169.5,0.0,0.0,363.8,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,,279.0,,0
1786377477.436,c1,reserve,,0.0,26.34,13.67,3.47,S3,0,,0,36.0,obs,342,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.47,S3,7.294,0,S3,site_s3,S3,S3,S3,85.5,0.0,0.0,23.8,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,,279.0,,0
1786377477.436,c1,search,,0.0,31.1,20.71,10.75,S3,0,,0,4474.0,obs,508,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.75,S3,7.294,0,S3,site_s3,S3,S3,S3,127.0,0.0,0.0,150.8,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,,279.0,,0
1786377477.436,c1,recommend,,0.0,26.76,14.03,3.83,S3,0,,0,200.0,obs,682,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,3.83,S3,7.294,0,S3,site_s3,S3,S3,S3,170.5,0.0,0.0,181.1,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,,279.0,,0
1786377477.436,c2,reserve,,0.0,26.34,13.67,3.47,S3,0,,0,36.0,obs,342,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.47,S3,7.294,0,S3,site_s3,S3,S3,S3,85.5,0.0,0.0,204.9,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,,279.0,,0
1786377477.436,c2,search,,0.0,31.1,20.71,10.75,S3,0,,0,4474.0,obs,508,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.75,S3,7.294,0,S3,site_s3,S3,S3,S3,127.0,0.0,0.0,331.9,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,,279.0,,0
1786377477.436,c2,recommend,,0.0,26.76,14.03,3.83,S3,0,,0,200.0,obs,682,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,3.83,S3,7.294,0,S3,site_s3,S3,S3,S3,170.5,0.0,0.0,362.2,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,,279.0,,0
1786377478.436,c1,reserve,,0.0,26.34,13.67,3.36,S3,0,,0,36.0,obs,339,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.36,S3,7.293,0,S3,site_s3,S3,S3,S3,84.5,0.0,0.0,23.5,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,,279.0,,0
1786377478.436,c1,search,,0.0,31.1,20.71,10.9,S3,0,,0,4474.0,obs,510,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.9,S3,7.293,0,S3,site_s3,S3,S3,S3,127.5,0.0,0.0,151.0,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,,279.0,,0
1786377478.436,c1,recommend,,0.0,26.76,14.03,3.92,S3,0,,0,200.0,obs,683,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,3.92,S3,7.293,0,S3,site_s3,S3,S3,S3,171.0,0.0,0.0,181.4,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,,279.0,,0
1786377478.436,c2,reserve,,0.0,26.34,13.67,3.36,S3,0,,0,36.0,obs,339,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.36,S3,7.293,0,S3,site_s3,S3,S3,S3,85.0,0.0,0.0,205.1,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,,279.0,,0
1786377478.436,c2,search,,0.0,31.1,20.71,10.9,S3,0,,0,4474.0,obs,510,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.9,S3,7.293,0,S3,site_s3,S3,S3,S3,127.5,0.0,0.0,332.6,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,,279.0,,0
1786377478.436,c2,recommend,,0.0,26.76,14.03,3.92,S3,0,,0,200.0,obs,683,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,3.92,S3,7.293,0,S3,site_s3,S3,S3,S3,170.5,0.0,0.0,362.9,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,,279.0,,0
1786377479.436,c1,reserve,,0.0,26.34,13.67,3.47,S3,0,,0,36.0,obs,339,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.47,S3,7.659,0,S3,site_s3,S3,S3,S3,85.0,0.0,0.0,23.6,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,,279.0,,0
1786377479.436,c1,search,,0.0,31.1,20.71,10.95,S3,0,,0,4474.0,obs,511,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.95,S3,7.659,0,S3,site_s3,S3,S3,S3,127.5,0.0,0.0,151.1,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,,279.0,,0
1786377479.436,c1,recommend,,0.0,26.76,14.03,3.98,S3,0,,0,200.0,obs,683,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,3.98,S3,7.659,0,S3,site_s3,S3,S3,S3,170.5,0.0,0.0,181.5,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,,279.0,,0
1786377479.436,c2,reserve,,0.0,26.34,13.67,3.47,S3,0,,0,36.0,obs,339,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.47,S3,7.659,0,S3,site_s3,S3,S3,S3,84.5,0.0,0.0,205.0,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,,279.0,,0
1786377479.436,c2,search,,0.0,31.1,20.71,10.95,S3,0,,0,4474.0,obs,511,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.95,S3,7.659,0,S3,site_s3,S3,S3,S3,128.0,0.0,0.0,333.0,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,,279.0,,0
1786377479.436,c2,recommend,,0.0,26.76,14.03,3.98,S3,0,,0,200.0,obs,683,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,3.98,S3,7.659,0,S3,site_s3,S3,S3,S3,171.0,0.0,0.0,363.4,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,,279.0,,0
1786377480.436,c1,reserve,,0.0,26.34,13.67,3.48,S3,0,,0,36.0,obs,341,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.48,S3,7.54,0,S3,site_s3,S3,S3,S3,85.0,0.0,0.0,23.6,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,,279.0,,0
1786377480.436,c1,search,,0.0,31.1,20.71,10.96,S3,0,,0,4474.0,obs,513,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.96,S3,7.54,0,S3,site_s3,S3,S3,S3,128.5,0.0,0.0,152.1,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,,279.0,,0
1786377480.436,c1,recommend,,0.0,26.76,14.03,3.94,S3,0,,0,200.0,obs,680,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,3.94,S3,7.54,0,S3,site_s3,S3,S3,S3,170.0,0.0,0.0,182.4,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,,279.0,,0
1786377480.436,c2,reserve,,0.0,26.34,13.67,3.48,S3,0,,0,36.0,obs,341,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.48,S3,7.54,0,S3,site_s3,S3,S3,S3,85.5,0.0,0.0,206.2,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,,279.0,,0
1786377480.436,c2,search,,0.0,31.1,20.71,10.96,S3,0,,0,4474.0,obs,513,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.96,S3,7.54,0,S3,site_s3,S3,S3,S3,128.0,0.0,0.0,334.2,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,,279.0,,0
1786377480.436,c2,recommend,,0.0,26.76,14.03,3.94,S3,0,,0,200.0,obs,680,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,3.94,S3,7.54,0,S3,site_s3,S3,S3,S3,170.0,0.0,0.0,364.4,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,,279.0,,0
1786377481.436,c1,reserve,,0.0,26.34,13.67,3.63,S3,0,,0,36.0,obs,345,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.63,S3,7.262,0,S3,site_s3,S3,S3,S3,86.5,0.0,0.0,24.0,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,,279.0,,0
1786377481.436,c1,search,,0.0,31.1,20.71,11.02,S3,0,,0,4474.0,obs,509,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,11.02,S3,7.262,0,S3,site_s3,S3,S3,S3,127.0,0.0,0.0,151.0,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,,279.0,,0
1786377481.436,c1,recommend,,0.0,26.76,14.03,3.86,S3,0,,0,200.0,obs,681,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,3.86,S3,7.262,0,S3,site_s3,S3,S3,S3,170.0,0.0,0.0,181.3,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,,279.0,,0
1786377481.436,c2,reserve,,0.0,26.34,13.67,3.63,S3,0,,0,36.0,obs,345,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.63,S3,7.262,0,S3,site_s3,S3,S3,S3,86.0,0.0,0.0,205.2,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,,279.0,,0
1786377481.436,c2,search,,0.0,31.1,20.71,11.02,S3,0,,0,4474.0,obs,509,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,11.02,S3,7.262,0,S3,site_s3,S3,S3,S3,127.5,0.0,0.0,332.7,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,,279.0,,0
1786377481.436,c2,recommend,,0.0,26.76,14.03,3.86,S3,0,,0,200.0,obs,681,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,3.86,S3,7.262,0,S3,site_s3,S3,S3,S3,170.5,0.0,0.0,363.1,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,,279.0,,0
1786377482.436,c1,reserve,,0.0,26.34,13.67,3.65,S3,0,,0,36.0,obs,340,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,7.277,0,S3,site_s3,S3,S3,S3,85.0,0.0,0.0,23.6,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,,279.0,,0
1786377482.436,c1,search,,0.0,31.1,20.71,10.99,S3,0,,0,4474.0,obs,510,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.99,S3,7.277,0,S3,site_s3,S3,S3,S3,127.5,0.0,0.0,151.1,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,,279.0,,0
1786377482.436,c1,recommend,,0.0,26.76,14.03,3.84,S3,0,,0,200.0,obs,685,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,3.84,S3,7.277,0,S3,site_s3,S3,S3,S3,171.5,0.0,0.0,181.7,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,,279.0,,0
1786377482.436,c2,reserve,,0.0,26.34,13.67,3.65,S3,0,,0,36.0,obs,340,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,7.277,0,S3,site_s3,S3,S3,S3,85.0,0.0,0.0,205.3,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,,279.0,,0
1786377482.436,c2,search,,0.0,31.1,20.71,10.99,S3,0,,0,4474.0,obs,510,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.99,S3,7.277,0,S3,site_s3,S3,S3,S3,127.5,0.0,0.0,332.8,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,,279.0,,0
1786377482.436,c2,recommend,,0.0,26.76,14.03,3.84,S3,0,,0,200.0,obs,685,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,3.84,S3,7.277,0,S3,site_s3,S3,S3,S3,171.0,0.0,0.0,363.2,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,,279.0,,0
1786377483.436,c1,reserve,,0.0,26.34,13.67,3.64,S3,0,,0,36.0,obs,339,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.64,S3,7.592,0,S3,site_s3,S3,S3,S3,84.5,0.0,0.0,23.5,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,,279.0,,0
1786377483.436,c1,search,,0.0,31.1,20.71,10.83,S3,0,,0,4474.0,obs,512,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.83,S3,7.592,0,S3,site_s3,S3,S3,S3,128.0,0.0,0.0,151.5,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,,279.0,,0
1786377483.436,c1,recommend,,0.0,26.76,14.03,3.98,S3,0,,0,200.0,obs,685,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,3.98,S3,7.592,0,S3,site_s3,S3,S3,S3,171.0,0.0,0.0,181.9,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,,279.0,,0
1786377483.436,c2,reserve,,0.0,26.34,13.67,3.64,S3,0,,0,36.0,obs,339,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.64,S3,7.592,0,S3,site_s3,S3,S3,S3,85.0,0.0,0.0,205.6,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,,279.0,,0
1786377483.436,c2,search,,0.0,31.1,20.71,10.83,S3,0,,0,4474.0,obs,512,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.83,S3,7.592,0,S3,site_s3,S3,S3,S3,128.0,0.0,0.0,333.6,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,,279.0,,0
1786377483.436,c2,recommend,,0.0,26.76,14.03,3.98,S3,0,,0,200.0,obs,685,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,3.98,S3,7.592,0,S3,site_s3,S3,S3,S3,171.5,0.0,0.0,364.1,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,,279.0,,0
1786377484.436,c1,reserve,,0.0,26.34,13.67,3.5,S3,0,,0,36.0,obs,341,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.5,S3,7.671,0,S3,site_s3,S3,S3,S3,85.0,0.0,0.0,23.6,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,,279.0,,0
1786377484.436,c1,search,,0.0,31.1,20.71,10.87,S3,0,,0,4474.0,obs,514,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.87,S3,7.671,0,S3,site_s3,S3,S3,S3,128.5,0.0,0.0,152.1,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,,279.0,,0
1786377484.436,c1,recommend,,0.0,26.76,14.03,3.99,S3,0,,0,200.0,obs,683,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,3.99,S3,7.671,0,S3,site_s3,S3,S3,S3,171.0,0.0,0.0,182.6,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,,279.0,,0
1786377484.436,c2,reserve,,0.0,26.34,13.67,3.5,S3,0,,0,36.0,obs,341,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.5,S3,7.671,0,S3,site_s3,S3,S3,S3,85.5,0.0,0.0,206.3,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,,279.0,,0
1786377484.436,c2,search,,0.0,31.1,20.71,10.87,S3,0,,0,4474.0,obs,514,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.87,S3,7.671,0,S3,site_s3,S3,S3,S3,128.5,0.0,0.0,334.8,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,,279.0,,0
1786377484.436,c2,recommend,,0.0,26.76,14.03,3.99,S3,0,,0,200.0,obs,683,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,3.99,S3,7.671,0,S3,site_s3,S3,S3,S3,170.5,0.0,0.0,365.2,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,,279.0,,0
1786377485.436,c1,reserve,,0.0,26.34,13.67,3.55,S3,0,,0,36.0,obs,345,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.55,S3,7.594,0,S3,site_s3,S3,S3,S3,86.5,0.0,0.0,24.0,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,,279.0,,0
1786377485.436,c1,search,,0.0,31.1,20.71,10.94,S3,0,,0,4474.0,obs,514,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.94,S3,7.594,0,S3,site_s3,S3,S3,S3,128.5,0.0,0.0,152.5,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,,279.0,,0
1786377485.436,c1,recommend,,0.0,26.76,14.03,3.95,S3,0,,0,200.0,obs,680,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,3.95,S3,7.594,0,S3,site_s3,S3,S3,S3,169.5,0.0,0.0,182.7,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,,279.0,,0
1786377485.436,c2,reserve,,0.0,26.34,13.67,3.55,S3,0,,0,36.0,obs,345,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.55,S3,7.594,0,S3,site_s3,S3,S3,S3,86.0,0.0,0.0,206.6,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,,279.0,,0
1786377485.436,c2,search,,0.0,31.1,20.71,10.94,S3,0,,0,4474.0,obs,514,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.94,S3,7.594,0,S3,site_s3,S3,S3,S3,128.5,0.0,0.0,335.1,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,,279.0,,0
1786377485.436,c2,recommend,,0.0,26.76,14.03,3.95,S3,0,,0,200.0,obs,680,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,3.95,S3,7.594,0,S3,site_s3,S3,S3,S3,170.5,0.0,0.0,365.5,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,,279.0,,0
1786377486.436,c1,reserve,,0.0,26.34,13.67,3.64,S3,0,,0,36.0,obs,344,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.64,S3,7.28,0,S3,site_s3,S3,S3,S3,86.0,0.0,0.0,23.9,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,,279.0,,0
1786377486.436,c1,search,,0.0,31.1,20.71,10.94,S3,0,,0,4474.0,obs,510,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.94,S3,7.28,0,S3,site_s3,S3,S3,S3,127.5,0.0,0.0,151.4,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,,279.0,,0
1786377486.436,c1,recommend,,0.0,26.76,14.03,3.91,S3,0,,0,200.0,obs,686,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,3.91,S3,7.28,0,S3,site_s3,S3,S3,S3,171.5,0.0,0.0,181.9,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,,279.0,,0
1786377486.436,c2,reserve,,0.0,26.34,13.67,3.64,S3,0,,0,36.0,obs,344,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.64,S3,7.28,0,S3,site_s3,S3,S3,S3,86.0,0.0,0.0,205.8,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,,279.0,,0
1786377486.436,c2,search,,0.0,31.1,20.71,10.94,S3,0,,0,4474.0,obs,510,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.94,S3,7.28,0,S3,site_s3,S3,S3,S3,127.5,0.0,0.0,333.3,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,,279.0,,0
1786377486.436,c2,recommend,,0.0,26.76,14.03,3.91,S3,0,,0,200.0,obs,686,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,3.91,S3,7.28,0,S3,site_s3,S3,S3,S3,171.5,0.0,0.0,363.9,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,,279.0,,0
1786377487.436,c1,reserve,,0.0,26.34,13.67,3.63,S3,0,,0,36.0,obs,340,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.63,S3,7.29,0,S3,site_s3,S3,S3,S3,85.0,0.0,0.0,23.6,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,,279.0,,0
1786377487.436,c1,search,,0.0,31.1,20.71,10.8,S3,0,,0,4474.0,obs,513,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.8,S3,7.29,0,S3,site_s3,S3,S3,S3,128.0,0.0,0.0,151.6,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,,279.0,,0
1786377487.436,c1,recommend,,0.0,26.76,14.03,3.78,S3,0,,0,200.0,obs,688,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,3.78,S3,7.29,0,S3,site_s3,S3,S3,S3,172.0,0.0,0.0,182.2,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,,279.0,,0
1786377487.436,c2,reserve,,0.0,26.34,13.67,3.63,S3,0,,0,36.0,obs,340,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.63,S3,7.29,0,S3,site_s3,S3,S3,S3,85.0,0.0,0.0,205.9,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,,279.0,,0
1786377487.436,c2,search,,0.0,31.1,20.71,10.8,S3,0,,0,4474.0,obs,513,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.8,S3,7.29,0,S3,site_s3,S3,S3,S3,128.5,0.0,0.0,334.4,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,,279.0,,0
1786377487.436,c2,recommend,,0.0,26.76,14.03,3.78,S3,0,,0,200.0,obs,688,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,3.78,S3,7.29,0,S3,site_s3,S3,S3,S3,172.0,0.0,0.0,365.0,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,,279.0,,0
1786377488.435,c1,reserve,,0.0,26.34,13.67,3.52,S3,0,,0,36.0,obs,340,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.52,S3,7.266,0,S3,site_s3,S3,S3,S3,85.0,0.0,0.0,23.6,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,,279.0,,0
1786377488.435,c1,search,,0.0,31.1,20.71,10.66,S3,0,,0,4474.0,obs,514,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.66,S3,7.266,0,S3,site_s3,S3,S3,S3,128.5,0.0,0.0,152.1,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,,279.0,,0
